web-scraper-order,web-scraper-start-url,link_title,link_title-href,next_page,next_page-href
"1582241800-439","http://bafe.fr","Note De Service À L’attention Des Hommes Cis Hétéros","http://lechodessorcieres.net/note-de-service-a-lattention-des-hommes-cis-heteros/","Page suivante","http://bafe.fr/page/14/"
"1582241795-362","http://bafe.fr","L’endométriose, mon utérus et moi","https://www.lamalbaisee.com/lendometriose-uterus-moi/","Page suivante","http://bafe.fr/page/12/"
"1582241816-613","http://bafe.fr","Zyed et Bouna : racisme structurel, justice environnementale et pratiques de notre solidarité","http://angryaboutthings.tumblr.com/post/122345394850/zyed-et-bouna-racisme-structurel-justice","Page suivante","http://bafe.fr/page/20/"
"1582241811-560","http://bafe.fr","J’élève mes enfants comme au siècle dernier, je fais beaucoup trop de choses à la maison","http://www.slate.fr/story/132089/education-enfants-autre-siecle","Page suivante","http://bafe.fr/page/18/"
"1582241813-578","http://bafe.fr","Prostitution : des prostituées libres ou victimes de la traite ? [Replay]","https://www.contrepoints.org/2016/08/22/143221-prostitution-des-prostituees-libres-ou-victimes-de-la-traite","Page suivante","http://bafe.fr/page/19/"
"1582241843-970","http://bafe.fr","Non, le violeur type n’a pas 34 ans et n’est pas de nationalité étrangère","http://www.lexpress.fr/actualite/societe/non-le-violeur-type-n-a-pas-34-ans-et-n-est-pas-de-nationalite-etrangere_1756339.html","Page suivante","http://bafe.fr/page/32/"
"1582241798-409","http://bafe.fr","19 fois où être un homme blanc hétéro, c’était vraiment l’angoisse","https://www.buzzfeed.com/guillermodelpalacio/19-fois-ou-cetait-vraiment-trop-dur-detre-un-homme-blanc-het","Page suivante","http://bafe.fr/page/13/"
"1582241837-888","http://bafe.fr","La question blanche (première partie)","http://lmsi.net/La-question-blanche-Premiere","Page suivante","http://bafe.fr/page/29/"
"1582241784-267","http://bafe.fr","Une nouvelle façon d’écrire pour en finir avec les inégalités femmes · hommes ?","https://www.franceinter.fr/societe/une-nouvelle-facon-d-ecrire-pour-en-finir-avec-les-inegalites-femmes-hommes","Page suivante","http://bafe.fr/page/8/"
"1582241834-860","http://bafe.fr","Le privilège blanc pour les nuls : déconstruction","http://www.badbitchcentral.net/le-privilege-blanc-pour-les-nuls/","Page suivante","http://bafe.fr/page/28/"
"1582241782-216","http://bafe.fr","[TÉMOIGNAGE] « Je suis séropositif indétectable »","http://www.neonmag.fr/temoignage-suis-seropositif-indetectable-490886.html","Page suivante","http://bafe.fr/page/7/"
"1582241804-488","http://bafe.fr","J’ai loupé ma vie d’héroïne","http://clhee.org/2016/09/25/jai-loupe-ma-vie-dheroine/","Page suivante","http://bafe.fr/page/16/"
"1582241798-418","http://bafe.fr","Les hommes qu’on aime, leur « féminisme », notre défaite","http://www.commentpeutonetrefeministe.net/2016/04/08/hommes-feminisme-defaite/","Page suivante","http://bafe.fr/page/13/"
"1582241820-661","http://bafe.fr","[vidéo] Sexe, amour et handicap – INFRAROUGE","https://www.youtube.com/watch?v=ioyqmF4Jjio&feature=youtu.be","Page suivante","http://bafe.fr/page/22/"
"1582241771-112","http://bafe.fr","[video] Handicapés, haut et fort (2/3) Les représentations dans les médias","https://www.arte.tv/fr/videos/081327-063-A/handicapes-haut-et-fort-2-3/","Page suivante","http://bafe.fr/page/3/"
"1582241845-999","http://bafe.fr","Pourquoi des femmes ne sont pas féministes","http://decolereetdespoir.blogspot.pt/2016/02/pourquoi-des-femmes-ne-sont-pas.html","Page suivante","http://bafe.fr/page/33/"
"1582241802-460","http://bafe.fr","Être féministe. Aimer les hommes. Ou pas.","http://www.commentpeutonetrefeministe.net/2015/07/02/feministe-ne-pas-aimer-les-hommes/","Page suivante","http://bafe.fr/page/15/"
"1582241795-380","http://bafe.fr","Un cookie ? : Je veux juste analyser le féminisme de manière objective","https://www.youtube.com/watch?v=8VhjXWSP7Jc&list=PLhBTPBBSq3xSDwUE1ok49XEIEICJ5XnGI&index=14","Page suivante","http://bafe.fr/page/12/"
"1582241818-659","http://bafe.fr","Les conseils médicaux (qu’on ne devrait pas donner) et la fatigabilité version RPG","https://hermitegregarienne.wordpress.com/2017/06/14/les-conseils-medicaux-quon-ne-devrait-pas-donner-et-la-fatigabilite-version-rpg/","Page suivante","http://bafe.fr/page/21/"
"1582241829-807","http://bafe.fr","Mon maquillage n’est pas anti-féministe mais ton body policing l’est","http://everydayfeminism.com/2016/07/makeup-isnt-anti-feminist/","Page suivante","http://bafe.fr/page/26/"
"1582241809-521","http://bafe.fr","10 films pour comprendre le « syndrome Trinity »","http://www.lecinemaestpolitique.fr/10-films-pour-comprendre-le-syndrome-trinity/","Page suivante","http://bafe.fr/page/17/"
"1582241850-1051","http://bafe.fr","On a parlé féminisme avec Hanane Karimi","http://www.lesinrocks.com/2017/02/18/actualite/societe/on-a-parle-feminisme-hanane-karimi-11912614","Page suivante","http://bafe.fr/page/35/"
"1582241802-465","http://bafe.fr","Les salopes, c’est bien","http://clemmiewonder.tumblr.com/post/25576354145/les-salopes-cest-bien","Page suivante","http://bafe.fr/page/15/"
"1582241820-668","http://bafe.fr","DÉPRESSION ET PSYCHOPHOBIE","https://simonae.fr/sante/sante-physique-mentale/depression-psychophobie/","Page suivante","http://bafe.fr/page/22/"
"1582241769-80","http://bafe.fr","[podcast]  Geïsha malgré moi","https://soundcloud.com/nouvelles-ecoutes/28-quoi-de-meuf-geisha-malgre-moi","Page suivante","http://bafe.fr/page/2/"
"1582241820-671","http://bafe.fr","L’obsession pour les intérêts spécifiques, les « dons » et les talents « naturels » des personnes autistes","https://trolldejardin.wordpress.com/2016/08/18/lobsession-pour-les-interets-specifiques-les-dons-et-les-talents-naturels-des-personnes-autistes/","Page suivante","http://bafe.fr/page/22/"
"1582241822-707","http://bafe.fr","[podcast] Grande traversée : Women’s power, les nouveaux féminismes : « Quand c’est non, c’est non ! »","https://www.franceculture.fr/emissions/grande-traversee-womens-power-les-nouveaux-feminismes/quand-cest-non-cest-non","Page suivante","http://bafe.fr/page/23/"
"1582241802-463","http://bafe.fr","Le tone policing : un silence de longue durée","https://mrsroots.wordpress.com/2014/07/16/le-tone-policing-un-silence-de-longue-duree/","Page suivante","http://bafe.fr/page/15/"
"1582241834-841","http://bafe.fr","Afroféminisme : Entretien avec Amandine Gay","https://renverse.co/Afrofeminisme-Entretien-avec-Amandine-Gay-914","Page suivante","http://bafe.fr/page/28/"
"1582241825-750","http://bafe.fr","Tourisme humanitaire: la vraie fausse pitié","http://www.liberation.fr/planete/2016/08/15/tourisme-humanitaire-la-vraie-fausse-pitie_1472579","Page suivante","http://bafe.fr/page/24/"
"1582241784-269","http://bafe.fr","Rien ne doit dépasser, épisode 1 : les poils.","https://leseumcollectif.wordpress.com/2017/06/14/rien-ne-doit-depasser-episode-1-les-poils/","Page suivante","http://bafe.fr/page/8/"
"1582241813-583","http://bafe.fr","Trois signes que ton amour pour un homme interfère avec ton féminisme","http://decolereetdespoir.blogspot.pt/2016/06/trois-signes-que-ton-amour-pour-un.html","Page suivante","http://bafe.fr/page/19/"
"1582241848-1042","http://bafe.fr","Les attributs du pouvoir et leur confiscation aux femmes. Le genre et l’espace. Partie 2 : le temps de parole et le choix des sujets de conversation","https://antisexisme.net/2012/07/08/genre-et-parole","Page suivante","http://bafe.fr/page/34/"
"1582241834-864","http://bafe.fr","Oscars, César : des cérémonies blanches et sèches","https://justseereal.wordpress.com/2016/01/23/oscars-cesars-des-ceremonies-blanches-et-seches/","Page suivante","http://bafe.fr/page/28/"
"1582241839-922","http://bafe.fr","[vidéo] Des conseils de films LGBT ? – Princesse répond","https://www.youtube.com/watch?v=pUAyyA1u3KE&t=314s","Page suivante","http://bafe.fr/page/30/"
"1582241804-504","http://bafe.fr","STAR WARS ET LA DIVERSITÉ : UN NOUVEL ESPOIR ?","http://simonae.fr/sciences-culture/cinema-series-theatre/star-wars-diversite-nouvel-espoir/","Page suivante","http://bafe.fr/page/16/"
"1582241829-799","http://bafe.fr","Souris connasse – Etre une femme en 2015","https://medium.com/endless/smile-you-bitch-being-a-woman-in-2015-9bfd93ec37d7","Page suivante","http://bafe.fr/page/26/"
"1582241837-899","http://bafe.fr","[podcast] Noir, pas black","https://www.arteradio.com/son/61657765/noir_pas_black","Page suivante","http://bafe.fr/page/29/"
"1582241827-763","http://bafe.fr","[vidéo] Les micro aggressions sont commes des piqures de moustique","https://www.youtube.com/watch?v=hDd3bzA7450","Page suivante","http://bafe.fr/page/25/"
"1582241771-118","http://bafe.fr","Kimberlé Crenshaw, l’intersectionnalité  et le féminisme français","http://roseaux.co/2017/11/kimberle-crenshaw-lintersectionnalite-et-le-feminisme-francais/","Page suivante","http://bafe.fr/page/3/"
"1582241798-401","http://bafe.fr","Salut camarade sexiste! Être un allié pour les femmes en 40 points.","http://ucl-saguenay.blogspot.pt/2015/12/partage-darticle-salut-camarade-sexiste.html","Page suivante","http://bafe.fr/page/13/"
"1582241802-475","http://bafe.fr","[vidéo] Overcoming Ableism: What You Don’t Know As An Able Bodied Person | Naty Rico | TEDxUCIrvine / Ce que tu ne sais pas en tant que personne valide","https://www.youtube.com/watch?v=X1xnyVCBYNQ","Page suivante","http://bafe.fr/page/15/"
"1582241820-673","http://bafe.fr","[vidéo] I’m not your inspiration, thank you very much | Stella Young","https://www.youtube.com/watch?v=8K9Gg164Bsw","Page suivante","http://bafe.fr/page/22/"
"1582241793-339","http://bafe.fr","« Mon sexe n’est pas normal » ou le complexe des grandes petites lèvres","http://www.lexpress.fr/styles/sexo/mon-sexe-n-est-pas-normal-ou-le-complexe-des-grandes-petites-levres_1679043.html","Page suivante","http://bafe.fr/page/11/"
"1582241841-940","http://bafe.fr","[So Queer !] Partie 1/ Kézako ?","http://lechodessorcieres.net/so-queer-partie-1-kezako/","Page suivante","http://bafe.fr/page/31/"
"1582241804-489","http://bafe.fr","Britain Wins Gold For Disability Adverts","https://advertisinganddisability.com/2016/09/08/britain-wins-gold-for-disability-adverts/#more-1054","Page suivante","http://bafe.fr/page/16/"
"1582241811-567","http://bafe.fr","Nassira Hedjerassi, sociologue en sciences de l’éducation, philosophe de formation","https://www.franceinter.fr/emissions/les-savantes/les-savantes-08-juillet-2017","Page suivante","http://bafe.fr/page/18/"
"1582241845-1001","http://bafe.fr","Comment la garde partagée met les femmes en danger","http://decolereetdespoir.blogspot.pt/2016/09/comment-la-garde-partagee-met-les.html","Page suivante","http://bafe.fr/page/33/"
"1582241832-839","http://bafe.fr","Défendre les droits vestimentaires des femmes, quels qu’ils soient, pour défendre toutes les femmes","http://www.crepegeorgette.com/2016/08/24/defendre-femmes/","Page suivante","http://bafe.fr/page/27/"
"1582241839-904","http://bafe.fr","Ce que le mot « racisé-e » exprime et ce qu’il masque","http://www.etatdexception.net/ce-que-le-mot-racise-e-exprime-et-ce-quil-masque/","Page suivante","http://bafe.fr/page/30/"
"1582241800-431","http://bafe.fr","[anglais] Not All Men? Well, actually…","https://medium.com/@alicengrey/not-all-men-well-actually-2d491d53dec4","Page suivante","http://bafe.fr/page/14/"
"1582241825-742","http://bafe.fr","Petites notes sur l’appropriation culturelle","https://equimauves.wordpress.com/2014/06/14/petites-notes-sur-lappropriation-culturelle/","Page suivante","http://bafe.fr/page/24/"
"1582241843-989","http://bafe.fr","7 raisons pour lesquelles tant d’hommes ne comprennent pas le consentement sexuel","https://abompard.wordpress.com/2017/02/13/7-raisons-pour-lesquelles-tant-dhommes-ne-comprennent-pas-le-consentement-sexuel/","Page suivante","http://bafe.fr/page/32/"
"1582241786-294","http://bafe.fr","L’amour ne fait pas tout.","https://lesbavardagesdekiyemis.wordpress.com/2017/04/13/lamour-ne-fait-pas-tout/","Page suivante","http://bafe.fr/page/9/"
"1582241780-200","http://bafe.fr","[podcast] LE TCHIP – ÉPISODE 2 : A quoi pensent les garçons noirs ?","https://www.arteradio.com/son/61659208/quoi_pensent_les_garcons_noirs","Page suivante","http://bafe.fr/page/6/"
"1582241782-215","http://bafe.fr","Moi, Miguel, Noir, végétarien… et confronté aux préjugés racistes","http://www.bondyblog.fr/201710121700/moi-miguel-noir-vegetarien-et-confronte-aux-prejuges-racistes/#.WePKTIaDPEb","Page suivante","http://bafe.fr/page/7/"
"1582241825-743","http://bafe.fr","BLACKFACE ET APPROPRIATION CULTURELLE : MON IDENTITÉ N’EST PAS UN DÉGUISEMEN","http://simonae.fr/militantisme/identite-pas-deguisement/","Page suivante","http://bafe.fr/page/24/"
"1582241782-221","http://bafe.fr","Le monde des dys","http://simonae.fr/temoignages/le-monde-des-dys/","Page suivante","http://bafe.fr/page/7/"
"1582241804-495","http://bafe.fr","[vidéo] Est-ce Mon Devoir de Vous Éduquer ? | 5 Minutes Chronique","https://www.youtube.com/watch?v=sXBLQjkL9Yc&feature=youtu.be","Page suivante","http://bafe.fr/page/16/"
"1582241769-75","http://bafe.fr","13 étapes pour gérer les flashbacks","https://dcaius.fr/blog/2018/10/01/flashbacks/","Page suivante","http://bafe.fr/page/2/"
"1582241829-793","http://bafe.fr","Grossophobie et santé","http://lechodessorcieres.net/grossophobie-et-sante/","Page suivante","http://bafe.fr/page/26/"
"1582241800-429","http://bafe.fr","Féminisme au masculin : l’obstacle insurmontable","http://decolereetdespoir.blogspot.pt/2016/11/feminisme-au-masculin-lobstacle.html","Page suivante","http://bafe.fr/page/14/"
"1582241832-840","http://bafe.fr","Ouvrir la voix : les combattantes","https://www.playlistsociety.fr/2017/01/ouvrir-la-voix-les-combattantes/126229/","Page suivante","http://bafe.fr/page/27/"
"1582241793-354","http://bafe.fr","[podcast] Frantz Fanon : le corps et le langage","https://www.franceculture.fr/emissions/tire-ta-langue/frantz-fanon-le-corps-et-le-langage","Page suivante","http://bafe.fr/page/11/"
"1582241813-580","http://bafe.fr","je suis queer, prostituée, politique (et je vais très bien)","http://i-d.vice.com/fr/article/je-suis-queer-prostitue-politique-et-je-vais-trs-bien","Page suivante","http://bafe.fr/page/19/"
"1582241820-684","http://bafe.fr","[vidéo] Un pavé dans la mare 4 : les Lego","https://www.youtube.com/watch?v=4ymBuC7chmo&feature=youtu.be&list=PLhBTPBBSq3xSbNeOTMKcwUwVnFJEWV59n","Page suivante","http://bafe.fr/page/22/"
"1582241793-341","http://bafe.fr","QUI ES-TU : Mrs Roots, blogueuse afroféministe","http://www.clique.tv/qui-es-tu-afrofeministe/","Page suivante","http://bafe.fr/page/11/"
"1582241813-590","http://bafe.fr","« Va mener les vrais combats ailleurs » dit Mr Vrais Combats.","http://bahouaismaisbon.canalblog.com/archives/2016/10/02/34394480.html","Page suivante","http://bafe.fr/page/19/"
"1582241832-814","http://bafe.fr","La non mixité","https://feminazgulencolere.wordpress.com/2016/08/20/la-non-mixite/","Page suivante","http://bafe.fr/page/27/"
"1582241816-611","http://bafe.fr","Transphobie dans le mouvement féministe","http://uniqueensongenre.eklablog.fr/transphobie-dans-le-mouvement-feministe-a129778846","Page suivante","http://bafe.fr/page/20/"
"1582241845-1003","http://bafe.fr","Les hommes sont-ils discriminés en matière de garde d’enfant?","http://decolereetdespoir.blogspot.fr/2016/09/les-hommes-sont-ils-discrimines-en.html","Page suivante","http://bafe.fr/page/33/"
"1582241822-719","http://bafe.fr","À celles qui voudraient, comme Lou Doillon, une émancipation balisée","http://www.slate.fr/story/104693/emancipation-balisee","Page suivante","http://bafe.fr/page/23/"
"1582241827-762","http://bafe.fr","Les conseils médicaux (qu’on ne devrait pas donner) et la fatigabilité version RPG","https://hermitegregarienne.wordpress.com/2017/06/14/les-conseils-medicaux-quon-ne-devrait-pas-donner-et-la-fatigabilite-version-rpg/","Page suivante","http://bafe.fr/page/25/"
"1582241843-966","http://bafe.fr","Inventaire","http://www.mauvaiseherbe.ca/2016/10/23/inventaire/","Page suivante","http://bafe.fr/page/32/"
"1582241813-594","http://bafe.fr","[vidéo] Médias sexistes, la chronique de Philippe Vandel","https://www.youtube.com/watch?v=YuvlBd9n-_E","Page suivante","http://bafe.fr/page/19/"
"1582241776-168","http://bafe.fr","[anglais] [vidéo avec transcript] Do White-Passing People of Color Have Privilege?","https://everydayfeminism.com/2015/09/white-passing-poc-privilege/","Page suivante","http://bafe.fr/page/5/"
"1582241843-986","http://bafe.fr","La culture du viol, ce poison qui coule aussi dans les veines de ceux qu’on aime","https://lerefugedescotonssouilles.wordpress.com/2017/01/29/la-culture-du-viol-ce-poison-qui-coule-aussi-dans-les-veines-de-ceux-quon-aime/","Page suivante","http://bafe.fr/page/32/"
"1582241837-897","http://bafe.fr","Sur l’utilisation du terme « black » en france…","https://africanlinks.net/2014/02/06/sur-lutilisation-du-terme-black-en-france/","Page suivante","http://bafe.fr/page/29/"
"1582241780-188","http://bafe.fr","Efforts cachés et réflexions déplacées","http://1parenthese2vies.com/efforts-caches-reflexions-deplacees/","Page suivante","http://bafe.fr/page/6/"
"1582241789-307","http://bafe.fr","Comment prendre en compte les élèves trans","http://svt-egalite.fr/index.php/outils-et-ressources/comment-prendre-en-compte-les-eleves-trans","Page suivante","http://bafe.fr/page/10/"
"1582241818-637","http://bafe.fr","CHIRURGIE BARIATRIQUE : UNE « SOLUTION DE FACILITÉ » PAS SI FACILE","http://simonae.fr/sante/sante-physique-mentale/chirurgie-bariatrique-une-solution-de-facilite-pas-si-facile/","Page suivante","http://bafe.fr/page/21/"
"1582241802-467","http://bafe.fr","Les filles sont drôles comme l’éclair.","http://www.mirionmalle.com/2013/11/les-filles-sont-droles-comme-leclair.html","Page suivante","http://bafe.fr/page/15/"
"1582241843-963","http://bafe.fr","Garde d’enfants : les vrais chiffres d’un juge aux affaires familiales","http://tempsreel.nouvelobs.com/rue89/rue89-police-justice/20130220.RUE3413/garde-d-enfants-les-vrais-chiffres-d-un-juge-aux-affaires-familiales.html","Page suivante","http://bafe.fr/page/32/"
"1582241800-438","http://bafe.fr","[vidéo] [anglais] La violence contre les femmes, c’est un problème d’hommes / Violence against women — it’s a men’s issue","https://www.ted.com/talks/jackson_katz_violence_against_women_it_s_a_men_s_issue","Page suivante","http://bafe.fr/page/14/"
"1582241845-1018","http://bafe.fr","[video] faux viols / false rape accusations","https://www.youtube.com/watch?v=NOJz0HKITLY","Page suivante","http://bafe.fr/page/33/"
"1582241818-634","http://bafe.fr","Interrogations sur l’antispécisme et ses intersections","https://mrsroots.wordpress.com/2014/07/10/interrogations-sur-lantispecisme-et-ses-intersections/","Page suivante","http://bafe.fr/page/21/"
"1582241780-194","http://bafe.fr","[vidéo] [anglais] Color film was built for white people. Here’s what it did to dark skin.","https://youtu.be/d16LNHIEJzs","Page suivante","http://bafe.fr/page/6/"
"1582241841-939","http://bafe.fr","Entre Espoir Et Souffrance – Vécu D’unæ Bigenre Non-Binaire","http://lechodessorcieres.net/entre-espoir-et-souffrance-vecu-dunae-bigenre-non-binaire/","Page suivante","http://bafe.fr/page/31/"
"1582241845-1019","http://bafe.fr","Le coup de poing dans la gueule, presque, un mercredi soir.","http://diglee.com/le-coup-de-poing-dans-la-gueule-presque-un-mercredi-soir/","Page suivante","http://bafe.fr/page/33/"
"1582241848-1023","http://bafe.fr","L’impunité des hommes célèbres.","http://www.mirionmalle.com/2016/09/limpunite-des-hommes-celebres.html","Page suivante","http://bafe.fr/page/34/"
"1582241766-36","http://bafe.fr","How racism makes us sick / Comment le racisme nous rend malades","https://www.youtube.com/watch?v=VzyjDR_AWzE&","",""
"1582241818-648","http://bafe.fr","Malgré le handicap","http://lmsi.net/Malgre-le-handicap","Page suivante","http://bafe.fr/page/21/"
"1582241789-313","http://bafe.fr","Muriel Salmona : «Pour ne pas mourir de stress, le cerveau déconnecte»","http://www.ladepeche.fr/article/2017/04/11/2554400-muriel-salmona-mourir-stress-cerveau-deconnecte.html","Page suivante","http://bafe.fr/page/10/"
"1582241793-353","http://bafe.fr","[podcast] George Sand, itinéraire politique","https://www.franceculture.fr/emissions/grande-traversee-george-sand-vie-singuliere-dune-auteure-majuscule/george-sand-itineraire","Page suivante","http://bafe.fr/page/11/"
"1582241784-260","http://bafe.fr","Réflexions sur la domination adulte – Parie 5 : En finir avec l’adulte","http://lmsi.net/En-finir-avec-l-adulte","Page suivante","http://bafe.fr/page/8/"
"1582241811-564","http://bafe.fr","Qu’est-ce que le consentement féminin dans l’hétérosexualité ?","http://www.crepegeorgette.com/2016/02/02/consentement-feminin-heterosexualite/","Page suivante","http://bafe.fr/page/18/"
"1582241834-854","http://bafe.fr","Pourquoi le noir est-il toujours synonyme de malheur?","http://www.slateafrique.com/95557/expressions-francaises-stereotypes-sur-les-noirs","Page suivante","http://bafe.fr/page/28/"
"1582241839-911","http://bafe.fr","Pourquoi j’ai arrêté d’être un volontouriste / THE PROBLEM WITH LITTLE WHITE GIRLS (AND BOYS): WHY I STOPPED BEING A VOLUNTOURIST","http://pippabiddle.com/2014/02/18/the-problem-with-little-white-girls-and-boys/","Page suivante","http://bafe.fr/page/30/"
"1582241837-895","http://bafe.fr","Le discours sur l’excision doit changer","http://slate.fr/story/97657/discours-excision-changer","Page suivante","http://bafe.fr/page/29/"
"1582241802-454","http://bafe.fr","Pas tous les hommes ? Eh bien, en fait …","https://tradfem.wordpress.com/2016/11/13/je-me-mefie-des-hommes-feministes-et-vous-devriez-le-faire-aussi/","Page suivante","http://bafe.fr/page/15/"
"1582241848-1041","http://bafe.fr","Les attributs du pouvoir et leur confiscation aux femmes. Le genre et l’espace. Partie 3 : l’expression de la colère","https://antisexisme.net/2012/09/30/colere/","Page suivante","http://bafe.fr/page/34/"
"1582241832-816","http://bafe.fr","Les comparaisons entre la « non mixité femmes » et la « non mixité racisée » sont problématiques","https://joaogabriell.com/2016/04/30/les-comparaisons-entre-la-non-mixite-femmes-et-la-non-mixite-racisee-sont-problematiques/","Page suivante","http://bafe.fr/page/27/"
"1582241793-331","http://bafe.fr","[podcast] Noir is the new black n°4 : le Noir meurt en premier","https://www.arteradio.com/son/61658943/noir_new_black_juin_17_le_noir_meurt_en_premier","Page suivante","http://bafe.fr/page/11/"
"1582241784-259","http://bafe.fr","« Et du coup tu vas bientôt devenir lesbienne ? »","http://roseaux.co/2017/07/et-du-coup-tu-vas-bientot-devenir-lesbienne/","Page suivante","http://bafe.fr/page/8/"
"1582241818-656","http://bafe.fr","[vidéo] Les flics (tout le monde déteste la police?)","https://www.youtube.com/watch?v=R1jP4F-uLV8","Page suivante","http://bafe.fr/page/21/"
"1582241848-1043","http://bafe.fr","Les attributs du pouvoir et leur confiscation aux femmes. Le genre et l’espace. Partie 1 : l’occupation de l’espace","https://antisexisme.net/2012/04/09/le-genre-et-lespace","Page suivante","http://bafe.fr/page/34/"
"1582241776-180","http://bafe.fr","[vidéo] Quand Kylie Jenner porte des tresses, elle est accusée d’appropriation culturelle. Mais qu’est-ce que c’est ? Et pourquoi c’est grave ?","https://www.facebook.com/ajplusfrancais/videos/539466746420979/","Page suivante","http://bafe.fr/page/5/"
"1582241841-954","http://bafe.fr","Racisme ordinaire : « Tu viens d’où? »","https://sorryimnotsorry.wordpress.com/2017/04/04/micro-agression-racisme-ordinaire-tu-viens-dou/","Page suivante","http://bafe.fr/page/31/"
"1582241825-730","http://bafe.fr","Personne n’aime le féminisme islamique","https://www.vice.com/fr/article/5gxwbd/personne-n-aime-le-feminisme-islamique-v7n1","Page suivante","http://bafe.fr/page/24/"
"1582241782-227","http://bafe.fr","Peut-on être féministe et manger de la viande?","https://www.slate.fr/story/150447/faiminisme-bonnes-feuilles","Page suivante","http://bafe.fr/page/7/"
"1582241825-736","http://bafe.fr","[vidéo] Que represente mon voile pour vous","https://www.ted.com/talks/yassmin_abdel_magied_what_does_my_headscarf_mean_to_you?language=fr","Page suivante","http://bafe.fr/page/24/"
"1582241809-530","http://bafe.fr","17 trucs que vous pouvez faire pour soutenir les femmes toute l’année (et pas juste le 8 mars)","https://www.buzzfeed.com/anaisbordages/choses-que-vous-pouvez-faire-pour-la-journee-des-droits-d?utm_term=.xbBm3az9Q#.bfDzlxr7N","Page suivante","http://bafe.fr/page/17/"
"1582241769-82","http://bafe.fr","6 questions à une personne atteinte de schizophrénie","http://bafe.fr/page/2/","Page suivante","http://bafe.fr/page/2/"
"1582241798-420","http://bafe.fr","Boys Don’t Cry! _  Les coûts de la domination masculine","http://pur-editions.fr/detail.php?idOuv=2870","Page suivante","http://bafe.fr/page/13/"
"1582241845-1015","http://bafe.fr","Bowie, Le Consentement Des Femmes Et La Responsabilité Des Hommes","http://lechodessorcieres.net/bowie-le-consentement-des-femmes-et-la-responsabilite-des-hommes/","Page suivante","http://bafe.fr/page/33/"
"1582241811-554","http://bafe.fr","Dark Girls : comprendre le colorisme pour mieux le combattre","http://proudpeople.fr/darks-girls-comprendre-le-colorisme-pour-mieux-le-combattre/","Page suivante","http://bafe.fr/page/18/"
"1582241820-662","http://bafe.fr","Comprendre Le Validisme","https://lechodessorcieres.net/comprendre-le-validisme/","Page suivante","http://bafe.fr/page/22/"
"1582241784-242","http://bafe.fr","[anglais] [video] Predatory Romance in Harrison Ford Movies","https://www.youtube.com/watch?v=wWoP8VpbpYI&t","Page suivante","http://bafe.fr/page/8/"
"1582241804-500","http://bafe.fr","The Flower and The Jewel; Disney’s Sexualisation Of Brown Women.","https://medium.com/@nerdypoc/the-flower-and-the-jewel-disneys-sexualisation-of-brown-women-3266233bfbf2","Page suivante","http://bafe.fr/page/16/"
"1582241822-694","http://bafe.fr","White guys are so proud of their ability not to get offended","http://brutereason.tumblr.com/post/77485273407/lolatmra-white-guys-are-so-proud-of-their","Page suivante","http://bafe.fr/page/23/"
"1582241818-651","http://bafe.fr","LA SEXCAM POUR PRENDRE CONFIANCE EN SON CORPS ?","http://simonae.fr/a-sexualites/sexcam-prendre-confiance-en-soi/","Page suivante","http://bafe.fr/page/21/"
"1582241809-526","http://bafe.fr","[vidéo] Point Culture : Les « clichés » de films de super-héros","https://www.youtube.com/watch?v=DhTlYVAMtJ4&feature=youtu.be","Page suivante","http://bafe.fr/page/17/"
"1582241820-675","http://bafe.fr","« Devenir moins autiste », « compenser », et autres expressions insidieusement psychophobes","https://trolldejardin.wordpress.com/2016/08/29/devenir-moins-autiste-compenser-et-autres-expressions-insidieusement-psychophobes/","Page suivante","http://bafe.fr/page/22/"
"1582241841-956","http://bafe.fr","Comprendre le colorblind(ness)","http://petit-coin-de-soleil.over-blog.com/2016/06/comprendre-le-colorblind-ness.html","Page suivante","http://bafe.fr/page/31/"
"1582241773-148","http://bafe.fr","Discrimination vocale et sujets «féminins», le sexisme à la radio","https://www.slate.fr/story/158605/medias-sexisme-radio-discriminations-presentatrices-matinales-inegalites-salariales","Page suivante","http://bafe.fr/page/4/"
"1582241798-404","http://bafe.fr","Marketing genré et sexisme: le top 10 des produits «pour femmes» les plus étranges","http://www.slate.fr/story/50935/gender-marketing-publicite-stylo-bic-sanogyl","Page suivante","http://bafe.fr/page/13/"
"1582241813-579","http://bafe.fr","Je suis prostituée et je l’ai choisi, vous m’avez posé vos questions","http://tempsreel.nouvelobs.com/rue89/rue89-rue69/20120815.RUE1806/je-suis-prostituee-et-je-l-ai-choisi-vous-m-avez-pose-vos-questions.html#%2Fnews%2F3201352","Page suivante","http://bafe.fr/page/19/"
"1582241769-68","http://bafe.fr","La tyrannie de la respectabilité (aka « Respectability Politics »)","https://msdreydful.wordpress.com/2013/12/03/la-tyrannie-de-la-respectabilite-aka-respectability-politics/","Page suivante","http://bafe.fr/page/2/"
"1582241829-795","http://bafe.fr","Pour être crédible, soyez maquillée","https://pouletrotique.com/2011/10/26/pour-etre-credible-soyez-maquillee/","Page suivante","http://bafe.fr/page/26/"
"1582241766-51","http://bafe.fr","Qu’est-ce que le validisme?","https://parmilesrecits.wixsite.com/parmilesrecits/single-post/2018/10/30/Quest-ce-que-le-validisme","",""
